ID,Herbivore,Herbivore Scientific Name,Plant Species,Plant Scientific Name,Plant group,N,P,C,StoichUnits,Protein,Carbohydrate,UnspFiber,NDF,ADF,Cellulose,Hemicellulose,Lignin,ADL,Fat,Ash,MnUnits,Terpenoids,TerpUnits,Tannins,TannUnits,Phenolics,PhenUnits,Resins,ResUnits,Monterpenes,MoneTerpUnits,SourceInPaper,Notes,Ref
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.342,,% dry weight,13.996,7.289,,,23.087,,,,9.471,,,% dry weight,,,,,,,,,,,Figure5,May 25 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.320,,% dry weight,13.862,12.631,,,20.447,,,,8.108,,,% dry weight,,,,,,,,,,,Figure5,June 4 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.230,,% dry weight,10.227,11.450,,,22.103,,,,9.489,,,% dry weight,,,,,,,,,,,Figure5,June 14 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.200,,% dry weight,9.131,8.362,,,26.398,,,,10.744,,,% dry weight,,,,,,,,,,,Figure5,June 25 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.160,,% dry weight,7.528,10.510,,,27.159,,,,10.744,,,% dry weight,,,,,,,,,,,Figure5,July 4 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
91,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,,0.098,,% dry weight,5.363,12.094,,,34.407,,,,13.148,,,% dry weight,,,,,,,,,,,Figure5,August 7 data point,"Faber, W. E., and S. Lavsund. 1999. Summer foraging on Scots pine Pinus sylvestris by moose Alces alces in Sweden - Patterns and mechanisms. Wildlife Biology 5:93–106."
92,Moose,Alces alces,Goat willow,Salix caprea,Broad-leaved,,,,,9.700,5.800,,,48.300,,,,,1.300,3.600,% dry mass,,,,,,,,,,,Table2,Fine twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Gray willow,Salix cinerea,Broad-leaved,,,,,10.000,4.900,,,48.400,,,,,2.000,4.100,% dry mass,,,,,,,,,,,Table2,Fine twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Crack willow,Salix fragilis,Broad-leaved,,,,,9.500,6.700,,,45.300,,,,,1.700,4.800,% dry mass,,,,,,,,,,,Table2,Fine twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Goat willow,Salix caprea,Broad-leaved,,,,,7.400,5.600,,,50.700,,,,,1.200,3.200,% dry mass,,,,,,,,,,,Table2,Coarse twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Gray willow,Salix cinerea,Broad-leaved,,,,,7.900,4.300,,,51.700,,,,,1.700,3.300,% dry mass,,,,,,,,,,,Table2,Coarse twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Crack willow,Salix fragilis,Broad-leaved,,,,,6.600,6.300,,,50.300,,,,,1.300,3.900,% dry mass,,,,,,,,,,,Table2,Coarse twigs data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Goat willow,Salix caprea,Broad-leaved,,,,,6.600,7.900,,,37.000,,,,,2.200,5.500,% dry mass,,,,,,,,,,,Table2,Bark data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Gray willow,Salix cinerea,Broad-leaved,,,,,6.900,7.200,,,34.000,,,,,2.600,5.300,% dry mass,,,,,,,,,,,Table2,Bark data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
92,Moose,Alces alces,Crack willow,Salix fragilis,Broad-leaved,,,,,7.000,9.200,,,28.900,,,,,0.900,6.700,% dry mass,,,,,,,,,,,Table2,Bark data,"Felton, A. M., A. Felton, D. Raubenheimer, S. J. Simpson, S. J. Krizsan, P.-O. Hedwall, and C. Stolter. 2016. The Nutritional Balancing Act of a Large Herbivore: An Experiment with Captive Moose (Alces alces L). PLoS One 11:e0150870."
93,Red deer,Cervus elaphus,Red clover,Trifolium pratense,,43.900,,,g/kg dry matter,,,,303.000,,181.000,94.000,28.000,,,,g/kg dry matter,,,,,,,,,,,Table1,not including ryegrass/white clover data as it is a mixture of two species,"Freudenberger, D. O., K. Toyokawa, and T. N. Barry. 1994. Digestion and Rumen Metabolism of Red Clover and Perennial Ryegrass/White Clover Forages by Red Deer. The Journal of Agricultural Science 122:115–120."
99,Roe deer,Capreolus capreolus,Alfalfa,Medigaco sativa,,,3.500,,g/kg dry matter,233.870,,,390.440,316.870,,,,,16.940,99.150,g/kg dry matter,,,,,,,,,,,Table1,not including meadow hay data as it is a mixture of multiple grass species,"Sommer, A., M. Vodňanský, P. Petrikovič, and R. Požgaj. 2005. Influence of lucerne and meadow hay quality on the digestibility of nutrients in the roe deer. Czech Journal of Animal Science 50:74–80."
99,Roe deer,Capreolus capreolus,Alfalfa,Medigaco sativa,,,2.110,,g/kg dry matter,135.490,,,554.380,486.170,,,,,15.540,64.560,g/kg dry matter,,,,,,,,,,,Table1,not including meadow hay data as it is a mixture of multiple grass species,"Sommer, A., M. Vodňanský, P. Petrikovič, and R. Požgaj. 2005. Influence of lucerne and meadow hay quality on the digestibility of nutrients in the roe deer. Czech Journal of Animal Science 50:74–80."
